sentence_id,gold_label,perturbation,sentence
3021,negative,clean,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn ."
3021,negative,synonym,"It generated an operating loss of EUR 96.3 mn , down from a earnings of EUR 43.9 mn ."
3021,negative,negation,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn . but this did not actually happen."
3021,negative,numeric,"It generated an operating loss of EUR 9630 mn , down from a profit of EUR 43.9 mn ."
3021,negative,chardrop,"I generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn ."
2110,neutral,clean,Underground parking facilities will also be built on the basement floor .
2110,neutral,synonym,Underground parking facilities will also be built on the basement floor .
2110,neutral,negation,Underground parking facilities will also be built on the basement floor . but this did not actually happen.
2110,neutral,numeric,Underground parking facilities will also be built on the basement floor .
2110,neutral,chardrop,Underground parking facilities will also be built n te basement floor .
287,neutral,clean,"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition ."
287,neutral,synonym,"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition ."
287,neutral,negation,"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition . but this did not actually happen."
287,neutral,numeric,"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition ."
287,neutral,chardrop,"Risto Jlo , chief execuive of Dormus Print and also oe of the remainder of the company , will keep his position after the acquisition ."
1616,neutral,clean,"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn ."
1616,neutral,synonym,"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn ."
1616,neutral,negation,"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn . but this did not actually happen."
1616,neutral,numeric,"In 20.06 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn ."
1616,neutral,chardrop,"In 006 , TeliaSonera net sale were SEK 91 bn  EBITDA was SEK 32.26 bn , net income was SE 1.8 bn ."
1618,neutral,clean,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .
1618,neutral,synonym,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .
1618,neutral,negation,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 . but this did not actually happen.
1618,neutral,numeric,Short-term licenses for the games cost as little as $ 0.03 while purchasing a game outright can cost as much as $ 10 or $ 15 .
1618,neutral,chardrop,hor-term licenses for th games cost as ittle as $ 3 hile purchasing a game outright can cost as mch as $ 10 or $ 15 .
1101,positive,clean,The stock of new machines is reasonably small and new orders bring work .
1101,positive,synonym,The stock of new machines is reasonably small and new orders bring work .
1101,positive,negation,The stock of new machines is reasonably small and new orders bring work . but this did not actually happen.
1101,positive,numeric,The stock of new machines is reasonably small and new orders bring work .
1101,positive,chardrop,The stock of new machines is resonably smal and new rders bring work .
705,neutral,clean,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway ."
705,neutral,synonym,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway ."
705,neutral,negation,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway . but this did not actually happen."
705,neutral,numeric,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway ."
705,neutral,chardrop,"L& is operative in Finland , Sweden , Lavia , Russia and Norway ."
4722,positive,clean,Passenger volumes rose by 8.4 % in the accounting period .
4722,positive,synonym,Passenger volumes climbed by 8.4 % in the accounting period .
4722,positive,negation,Passenger volumes did not rose by 8.4 % in the accounting period .
4722,positive,numeric,Passenger volumes rose by 840 % in the accounting period .
4722,positive,chardrop,Passeger volumes rose by .4 % in te accounting period .
4002,neutral,clean,The objective of the St. Petersburg office is first to boost the Company 's maintenance business .
4002,neutral,synonym,The objective of the St. Petersburg office is first to boost the Company 's maintenance business .
4002,neutral,negation,The objective of the St. Petersburg office is first to boost the Company 's maintenance business . but this did not actually happen.
4002,neutral,numeric,The objective of the St. Petersburg office is first to boost the Company 's maintenance business .
4002,neutral,chardrop,The objecive of the St. Petersburg office is rst to boost the Comany 's maintenance business .
691,neutral,clean,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .
691,neutral,synonym,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .
691,neutral,negation,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration . but this did not actually happen.
691,neutral,numeric,Sponda Plc 's Annual General Meeting decided on 230 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .
691,neutral,chardrop,Sponda Plc 's Annal General Meeting decided on 23 Marc 2005 to establish a Shareolders ' Nominatio Committee to prpare proposals or the Annual General Meetng in 2006 on the compositio of the Board of Directors and their remuneration .
944,neutral,clean,He wore a black beanie-type cap and a black jacket .
944,neutral,synonym,He wore a black beanie-type cap and a black jacket .
944,neutral,negation,He wore a black beanie-type cap and a black jacket . but this did not actually happen.
944,neutral,numeric,He wore a black beanie-type cap and a black jacket .
944,neutral,chardrop,He wore a black beanie-typ cap and a black jacket .
2776,neutral,clean,Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .
2776,neutral,synonym,Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .
2776,neutral,negation,Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 . but this did not actually happen.
2776,neutral,numeric,Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .4500 during the subscription period which ends on 31 December 2013 .
2776,neutral,chardrop,Each otion right entitles the holder to subscribe for one new share at a subscription price of EUR .45 durig the subscription period wich ends o 31 Deceber 2013 .
533,neutral,clean,"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen ."
533,neutral,synonym,"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen ."
533,neutral,negation,"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen . but this did not actually happen."
533,neutral,numeric,"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen ."
533,neutral,chardrop,"Jeder Beta-Tster erhñlt kostenlos sehs Monate ang Updtes und hat lut eigener Aussae die M+Âglichkeit , die final Version zu beeinflusse ."
1840,neutral,clean,"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China ."
1840,neutral,synonym,"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China ."
