sentence_en,sentence,label_text,label
"ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent .",ASPОCOMP GROUP OYJ 股票交易所公告 2006年12月15日 下午4点50分 根据今日收到的 ASPОCOMP GROUP OYJ 披露，Henrik Nyberg 在 ASPОCOMP GROUP OYJ 公司股本和投票权中的持股比例已低于5%。,neutral,1
"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",据Aktia资产管理公司称，芬兰分析师对2009年的预测仍然过高。,negative,0
The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,社会计划谈判是三年转型计划的一部分，预计该计划将确保所罗门公司的未来竞争力。,positive,2
"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",随着防御措施成熟，攻击者开发带有内容过滤器的木马，用于检测在线银行活动以捕获账户详情，方法包括表单抓取、屏幕截图、视频录制、键盘记录和注入表单字段。,neutral,1
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,公司在2009年9月底的持有物业的公允价值从上年同期的2878百万欧元下降至2769百万欧元。,negative,0
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",在捷克共和国，奥strava的较小 profiling 单元将关闭，并且机械设备将逐步转移到匈牙利、波兰和罗马尼亚的鲁克基较大工厂，在2009年第一季度末之前完成。,neutral,1
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",上周，芬兰金属和技术集团宣布计划出售其技术部门超过80%的股份，以进一步实现该公司成为全球最大的不锈钢生产商的战略目标。,positive,2
"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",过去12个月的经营利润从28.2百万欧元下降，而净营业额从313.42百万欧元增加，与2004财务年度相比。,negative,0
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",该公司年度亏损为18百万克罗纳，而2008年的利润为7.3百万克罗纳。,negative,0
"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",苏利文说，一些董事会“真的需要做很多工作，人们应该为他们的时间得到报酬。”,neutral,1
"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",只有司机留在车里，嫌疑人被绑架并被枪口逼迫开车前往达勒姆。,negative,0
"TeliaSonera s subsidiary , the mobile operator EMT in Estonia , has created a world s first mobile identification service which makes it possible to vote via a mobile phone .",TeliaSonera的子公司、爱沙尼亚的移动运营商EMT，创建了世界上首个通过手机进行投票的移动识别服务。,neutral,1
"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now .",meanwhile，少数股东预计TeliaSonera会保留出价，现在正在抛售股票。,neutral,1
"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",雇主与医疗人员一起支持戒烟，并承担部分尼古丁治疗费用。,neutral,1
"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account .",它将为您的生活增添一份轻盈、明亮和美丽，同时也能为您节省几毛钱存入银行账户。,neutral,1
"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",发行后，新股将占公司资本的10%。,neutral,1
"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",瑞典私募股权公司已将其剩余的22.4%股份出售，距该公司在芬兰上市 Almost 18 个月后。,neutral,1
"This is Done Logistics ' largest order in Norway , the diversified group said .",这是Done物流在挪威接到的最大订单，多元化集团表示。,positive,2
Synergy benefits will start to materialise in the second quarter .,协同效应将在第二季度开始显现。,positive,2
"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",据他所说，施工将在2007年春季开始，设施将于2008年春季投入运行。,neutral,1
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",那些中有七十三人还接受了最新ArchestrA技术构建的产品，如Wonderware系统平台的更深入培训。,neutral,1
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,拉图特公司从俄罗斯OOO伊利姆布拉斯克DOK收到了超过1200万欧元的订单。,positive,2
"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",主要交付内容包括比利时 DINH 电信公司提供的不同AC和CXE放大器解决方案及产品，DINH 电信是一家宽带解决方案公司，Teleste在2007年春季收购了该公司。,neutral,1
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,芬兰起重机制造商Konecranes HEL：KCR1V于2009年7月29日宣布，已将其在奥地利 manipulator 制造商ACS Konecranes的持股比例提高至80%，并收购了德国细分市场玩家Knight Europe。,positive,2
The StoneGate product is centrally manageable and suited for both physical and virtual environments .,StoneGate产品集中可管理，并适用于物理和虚拟环境。,neutral,1
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,该集团2008年的收入为94百万元欧元，目前公司大约雇用了730人。,neutral,1
KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,凯斯科食品有限公司新闻稿 2006年1月4日 13:00 凯斯科食品有限公司将推出一项大型电视宣传活动，旨在招聘多达一百家新的K食品零售商。,positive,2
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",该决定将由集团来做出，是否同意进口爱沙尼亚的肉及肉制品到芬兰，报纸补充道。,neutral,1
The company website is www.ahlstrom.com .,公司网站是www.ahlstrom.com。,neutral,1
"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",我们看到杂志纸张市场仍然紧张，我们的目标是在年底前完成交易。,negative,0
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",本期利润总额为3940万欧元，较2006年相应期间的3390万欧元有所增长。,positive,2
A total of $ 78 million will be invested in the project .,总共将投资7800万美元于该项目。,neutral,1
One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .,我的一位同事很恰当地总结了E7：“出色的硬件。”,positive,2
"On preliminary estimate , the hotel will operate under the brand Novotel .",根据初步估计，酒店将使用诺富特品牌运营。,neutral,1
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",mn，第三季度未经税前利润从2006年的35.8mn欧元增长至46.4mn欧元。,positive,2
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",增长最强劲的是芬安全公司在运营商ISP、移动运营商和有线运营商的业务中。,positive,2
"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",Tim Cockroft 携带超过18年的优秀记录；此外，Tim 在Kaupthing Singer & Friedlander 成功发展了资本市场的运营，涉及企业融资和经纪业务，重点关注中型公司。,positive,2
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .",除了Nordea，Ergo也在争夺爱沙尼亚前三大家庭养老金提供者的位置。,neutral,1
"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",在其他在美交易的芬兰股票中，斯道拉恩索收盘下跌0.33个百分点至12.11欧元，乌PM-金姆梅nen上涨0.28个百分点至18.10欧元，而梅托下跌0.13个百分点至31.06欧元。,neutral,1
